Round,Date,Team 1,FT,Team 2
Journée 20,Fri Jan 11 2019,FC Lorient,2-1,LB Châteauroux
Journée 20,Fri Jan 11 2019,AC Ajaccio,2-1,AS Béziers
Journée 20,Sat Jan 12 2019,Grenoble Foot 38,0-0,Le Havre AC
Journée 20,Sat Jan 12 2019,Stade Brestois 29,1-1,ES Troyes AC
Journée 20,Mon Jan 14 2019,Red Star FC,1-0,RC Lens
Journée 19,Tue Jan 15 2019,Le Havre AC,4-3,Valenciennes FC
Journée 21,Fri Jan 18 2019,AJ Auxerre,3-0,US Orléans
Journée 21,Fri Jan 18 2019,LB Châteauroux,1-1,Valenciennes FC
Journée 21,Fri Jan 18 2019,AS Béziers,0-0,ES Troyes AC
Journée 21,Fri Jan 18 2019,FC Sochaux-Montbéliard,0-0,AC Ajaccio
Journée 21,Fri Jan 18 2019,FC Lorient,0-1,GFC Ajaccio
Journée 21,Fri Jan 18 2019,FC Metz,1-2,Clermont Foot 63
Journée 21,Sat Jan 19 2019,Chamois Niortais FC,1-1,Grenoble Foot 38
Journée 21,Sat Jan 19 2019,RC Lens,2-1,AS Nancy Lorraine
Journée 21,Mon Jan 21 2019,Le Havre AC,1-0,Red Star FC
Journée 21,Mon Jan 21 2019,Paris FC,0-1,Stade Brestois 29
Journée 22,Fri Jan 25 2019,Grenoble Foot 38,1-1,GFC Ajaccio
Journée 22,Fri Jan 25 2019,AC Ajaccio,0-0,FC Metz
Journée 22,Fri Jan 25 2019,Red Star FC,1-3,LB Châteauroux
Journée 22,Fri Jan 25 2019,AS Nancy Lorraine,1-0,AJ Auxerre
Journée 22,Fri Jan 25 2019,Valenciennes FC,1-2,FC Lorient
Journée 22,Sat Jan 26 2019,US Orléans,1-0,Chamois Niortais FC
Journée 22,Sat Jan 26 2019,Stade Brestois 29,1-0,FC Sochaux-Montbéliard
Journée 22,Mon Jan 28 2019,ES Troyes AC,1-0,RC Lens
Journée 22,Mon Jan 28 2019,AS Béziers,0-1,Paris FC
Journée 22,Mon Jan 28 2019,Clermont Foot 63,0-0,Le Havre AC
Journée 19,Tue Jan 29 2019,FC Metz,3-0,AS Nancy Lorraine
Journée 23,Fri Feb 1 2019,AJ Auxerre,0-0,Red Star FC
Journée 23,Fri Feb 1 2019,FC Sochaux-Montbéliard,2-1,Clermont Foot 63
Journée 23,Fri Feb 1 2019,Le Havre AC,1-1,Stade Brestois 29
Journée 23,Fri Feb 1 2019,FC Lorient,1-0,AC Ajaccio
Journée 23,Fri Feb 1 2019,FC Metz,1-1,ES Troyes AC
Journée 23,Fri Feb 1 2019,Chamois Niortais FC,1-1,AS Nancy Lorraine
Journée 23,Fri Feb 1 2019,Paris FC,0-0,US Orléans
Journée 23,Fri Feb 1 2019,LB Châteauroux,2-2,Grenoble Foot 38
Journée 23,Mon Feb 4 2019,GFC Ajaccio,0-0,Valenciennes FC
Journée 23,Mon Feb 4 2019,RC Lens,3-0,AS Béziers
Journée 24,Fri Feb 8 2019,Clermont Foot 63,0-1,Valenciennes FC
Journée 24,Fri Feb 8 2019,AS Béziers,0-0,FC Sochaux-Montbéliard
Journée 24,Fri Feb 8 2019,AC Ajaccio,1-0,Chamois Niortais FC
Journée 24,Fri Feb 8 2019,Grenoble Foot 38,0-1,FC Lorient
Journée 24,Fri Feb 8 2019,AS Nancy Lorraine,0-1,LB Châteauroux
Journée 24,Fri Feb 8 2019,US Orléans,1-1,Le Havre AC
Journée 24,Fri Feb 8 2019,Red Star FC,1-1,GFC Ajaccio
Journée 24,Fri Feb 8 2019,ES Troyes AC,0-1,Paris FC
Journée 24,Sat Feb 9 2019,RC Lens,0-0,FC Metz
Journée 24,Mon Feb 11 2019,Stade Brestois 29,1-0,AJ Auxerre
Journée 25,Fri Feb 15 2019,LB Châteauroux,1-2,US Orléans
Journée 25,Fri Feb 15 2019,Valenciennes FC,3-2,Grenoble Foot 38
Journée 25,Fri Feb 15 2019,GFC Ajaccio,1-1,Stade Brestois 29
Journée 25,Fri Feb 15 2019,Le Havre AC,0-2,AS Nancy Lorraine
Journée 25,Fri Feb 15 2019,FC Lorient,2-1,Red Star FC
Journée 25,Fri Feb 15 2019,Chamois Niortais FC,1-1,ES Troyes AC
Journée 25,Fri Feb 15 2019,Paris FC,1-1,AC Ajaccio
Journée 25,Fri Feb 15 2019,AJ Auxerre,1-0,Clermont Foot 63
Journée 25,Sun Feb 17 2019,FC Sochaux-Montbéliard,0-1,RC Lens
Journée 25,Mon Feb 18 2019,FC Metz,1-0,AS Béziers
Journée 26,Fri Feb 22 2019,Clermont Foot 63,0-1,FC Lorient
Journée 26,Fri Feb 22 2019,AS Béziers,1-1,LB Châteauroux
Journée 26,Fri Feb 22 2019,Stade Brestois 29,3-1,Grenoble Foot 38
Journée 26,Fri Feb 22 2019,AC Ajaccio,2-1,AJ Auxerre
Journée 26,Fri Feb 22 2019,FC Metz,2-0,Paris FC
Journée 26,Fri Feb 22 2019,AS Nancy Lorraine,3-1,GFC Ajaccio
Journée 26,Fri Feb 22 2019,US Orléans,2-0,FC Sochaux-Montbéliard
Journée 26,Fri Feb 22 2019,ES Troyes AC,2-1,Le Havre AC
Journée 26,Fri Feb 22 2019,Red Star FC,1-0,Valenciennes FC
Journée 26,Mon Feb 25 2019,RC Lens,4-1,Chamois Niortais FC
Journée 27,Fri Mar 1 2019,Grenoble Foot 38,2-0,Red Star FC
Journée 27,Fri Mar 1 2019,AJ Auxerre,0-2,ES Troyes AC
Journée 27,Fri Mar 1 2019,LB Châteauroux,2-2,Stade Brestois 29
Journée 27,Fri Mar 1 2019,GFC Ajaccio,0-3,Clermont Foot 63
Journée 27,Fri Mar 1 2019,Chamois Niortais FC,0-0,AS Béziers
Journée 27,Fri Mar 1 2019,FC Sochaux-Montbéliard,0-4,AS Nancy Lorraine
Journée 27,Fri Mar 1 2019,Valenciennes FC,4-0,AC Ajaccio
Journée 27,Sat Mar 2 2019,FC Lorient,1-3,US Orléans
Journée 27,Sun Mar 3 2019,Paris FC,2-0,RC Lens
Journée 27,Mon Mar 4 2019,Le Havre AC,2-2,FC Metz
Journée 28,Fri Mar 8 2019,Stade Brestois 29,2-5,Valenciennes FC
Journée 28,Fri Mar 8 2019,AS Béziers,1-1,Le Havre AC
Journée 28,Fri Mar 8 2019,AC Ajaccio,0-0,Red Star FC
Journée 28,Fri Mar 8 2019,Clermont Foot 63,1-1,Grenoble Foot 38
Journée 28,Fri Mar 8 2019,AS Nancy Lorraine,3-2,FC Lorient
Journée 28,Fri Mar 8 2019,US Orléans,2-2,GFC Ajaccio
Journée 28,Fri Mar 8 2019,Paris FC,0-0,Chamois Niortais FC
Journée 28,Fri Mar 8 2019,ES Troyes AC,1-0,LB Châteauroux
Journée 28,Sat Mar 9 2019,RC Lens,2-0,AJ Auxerre
Journée 28,Mon Mar 11 2019,FC Metz,1-1,FC Sochaux-Montbéliard
Journée 29,Fri Mar 15 2019,Grenoble Foot 38,1-0,AS Nancy Lorraine
Journée 29,Fri Mar 15 2019,LB Châteauroux,0-1,Paris FC
Journée 29,Fri Mar 15 2019,AS Béziers,1-0,AJ Auxerre
Journée 29,Fri Mar 15 2019,Le Havre AC,3-1,AC Ajaccio
Journée 29,Fri Mar 15 2019,Chamois Niortais FC,0-3,FC Metz
Journée 29,Fri Mar 15 2019,Red Star FC,0-4,Clermont Foot 63
Journée 29,Fri Mar 15 2019,FC Sochaux-Montbéliard,0-0,ES Troyes AC
Journée 29,Fri Mar 15 2019,Valenciennes FC,1-4,US Orléans
Journée 29,Sat Mar 16 2019,FC Lorient,1-1,Stade Brestois 29
Journée 29,Mon Mar 18 2019,GFC Ajaccio,1-0,RC Lens
Journée 30,Fri Mar 29 2019,Stade Brestois 29,0-0,Clermont Foot 63
Journée 30,Fri Mar 29 2019,AS Béziers,0-0,GFC Ajaccio
Journée 30,Fri Mar 29 2019,AC Ajaccio,1-1,LB Châteauroux
Journée 30,Fri Mar 29 2019,AS Nancy Lorraine,0-2,Valenciennes FC
Journée 30,Fri Mar 29 2019,Chamois Niortais FC,0-1,FC Sochaux-Montbéliard
Journée 30,Fri Mar 29 2019,US Orléans,2-2,Red Star FC
Journée 30,Fri Mar 29 2019,Paris FC,3-0,AJ Auxerre
Journée 30,Fri Mar 29 2019,ES Troyes AC,2-1,Grenoble Foot 38
Journée 30,Sun Mar 31 2019,FC Metz,2-1,FC Lorient
Journée 30,Mon Apr 1 2019,RC Lens,0-0,Le Havre AC
Journée 31,Fri Apr 5 2019,Grenoble Foot 38,0-4,US Orléans
Journée 31,Fri Apr 5 2019,Clermont Foot 63,2-3,AS Nancy Lorraine
Journée 31,Fri Apr 5 2019,GFC Ajaccio,1-0,AC Ajaccio
Journée 31,Fri Apr 5 2019,Valenciennes FC,0-1,ES Troyes AC
Journée 31,Fri Apr 5 2019,FC Lorient,3-1,AS Béziers
Journée 31,Fri Apr 5 2019,Red Star FC,0-2,Stade Brestois 29
Journée 31,Fri Apr 5 2019,FC Sochaux-Montbéliard,1-0,Paris FC
Journée 31,Fri Apr 5 2019,Le Havre AC,0-0,Chamois Niortais FC
Journée 31,Sat Apr 6 2019,AJ Auxerre,0-0,FC Metz
Journée 31,Mon Apr 8 2019,LB Châteauroux,0-0,RC Lens
Journée 32,Fri Apr 12 2019,ES Troyes AC,1-0,GFC Ajaccio
Journée 32,Fri Apr 12 2019,AS Béziers,1-3,Red Star FC
Journée 32,Fri Apr 12 2019,RC Lens,0-0,Valenciennes FC
Journée 32,Fri Apr 12 2019,AC Ajaccio,1-2,Grenoble Foot 38
Journée 32,Fri Apr 12 2019,AS Nancy Lorraine,2-3,Stade Brestois 29
Journée 32,Fri Apr 12 2019,Chamois Niortais FC,0-0,AJ Auxerre
Journée 32,Fri Apr 12 2019,US Orléans,2-1,Clermont Foot 63
Journée 32,Fri Apr 12 2019,FC Sochaux-Montbéliard,1-3,Le Havre AC
Journée 32,Fri Apr 12 2019,FC Metz,2-1,LB Châteauroux
Journée 32,Mon Apr 15 2019,Paris FC,2-2,FC Lorient
Journée 33,Fri Apr 19 2019,Clermont Foot 63,0-0,AC Ajaccio
Journée 33,Fri Apr 19 2019,AJ Auxerre,1-0,FC Sochaux-Montbéliard
Journée 33,Fri Apr 19 2019,Stade Brestois 29,3-1,US Orléans
Journée 33,Fri Apr 19 2019,LB Châteauroux,2-1,Chamois Niortais FC
Journée 33,Fri Apr 19 2019,GFC Ajaccio,0-2,FC Metz
Journée 33,Fri Apr 19 2019,Le Havre AC,2-1,Paris FC
Journée 33,Fri Apr 19 2019,FC Lorient,0-3,ES Troyes AC
Journée 33,Fri Apr 19 2019,Red Star FC,1-1,AS Nancy Lorraine
Journée 33,Fri Apr 19 2019,Valenciennes FC,5-6,AS Béziers
Journée 33,Sat Apr 20 2019,Grenoble Foot 38,0-2,RC Lens
Journée 34,Mon Apr 22 2019,Paris FC,0-0,Valenciennes FC
Journée 34,Tue Apr 23 2019,ES Troyes AC,2-0,Red Star FC
Journée 34,Tue Apr 23 2019,AJ Auxerre,0-1,Le Havre AC
Journée 34,Tue Apr 23 2019,AS Béziers,1-1,Clermont Foot 63
Journée 34,Tue Apr 23 2019,AC Ajaccio,0-2,Stade Brestois 29
Journée 34,Tue Apr 23 2019,FC Metz,1-1,Grenoble Foot 38
Journée 34,Tue Apr 23 2019,AS Nancy Lorraine,1-0,US Orléans
Journée 34,Tue Apr 23 2019,Chamois Niortais FC,1-1,GFC Ajaccio
Journée 34,Tue Apr 23 2019,FC Sochaux-Montbéliard,0-0,LB Châteauroux
Journée 34,Tue Apr 23 2019,RC Lens,0-1,FC Lorient
Journée 35,Fri Apr 26 2019,GFC Ajaccio,0-2,FC Sochaux-Montbéliard
Journée 35,Fri Apr 26 2019,LB Châteauroux,1-0,Le Havre AC
Journée 35,Fri Apr 26 2019,Clermont Foot 63,1-1,Paris FC
Journée 35,Fri Apr 26 2019,Grenoble Foot 38,4-2,AS Béziers
Journée 35,Fri Apr 26 2019,AS Nancy Lorraine,1-0,AC Ajaccio
Journée 35,Fri Apr 26 2019,US Orléans,0-1,ES Troyes AC
Journée 35,Fri Apr 26 2019,Red Star FC,1-2,FC Metz
Journée 35,Fri Apr 26 2019,Valenciennes FC,1-2,Chamois Niortais FC
Journée 35,Sat Apr 27 2019,Stade Brestois 29,2-0,RC Lens
Journée 35,Mon Apr 29 2019,FC Lorient,2-2,AJ Auxerre
Journée 36,Fri May 3 2019,Le Havre AC,2-2,GFC Ajaccio
