Round,Date,Team 1,FT,Team 2
6,Sun Apr 21 2019,Jiangsu Suning,5-1,Guangzhou R&F
6,Sun Apr 21 2019,Wuhan Zall,1-1,Shanghai Shenxin
7,Fri Apr 26 2019,Guangzhou R&F,3-1,Shenzhen FC
7,Sat Apr 27 2019,Hebei China Fortune,1-1,Beijing Renhe
7,Sat Apr 27 2019,Shanghai Shenxin,2-3,Tianjin Tianhai
7,Sat Apr 27 2019,Henan Jianye,2-1,Jiangsu Suning
7,Sun Apr 28 2019,Tianjin TEDA,0-2,Shanghai SIPG
7,Sun Apr 28 2019,Chongqing Dangdai Lifan,0-1,Guangzhou Evergrande Taobao
7,Sun Apr 28 2019,Shandong Luneng Taishan,3-0,Wuhan Zall
7,Sun Apr 28 2019,Beijing Sinobo Guoan,4-1,Dalian Yifang
8,Sat May 4 2019,Wuhan Zall,1-1,Tianjin TEDA
8,Sat May 4 2019,Shanghai SIPG,2-0,Guangzhou R&F
8,Sat May 4 2019,Guangzhou Evergrande Taobao,0-1,Beijing Sinobo Guoan
8,Sat May 4 2019,Shandong Luneng Taishan,2-0,Hebei China Fortune
8,Sun May 5 2019,Beijing Renhe,1-2,Henan Jianye
8,Sun May 5 2019,Shenzhen FC,2-1,Shanghai Shenxin
8,Sun May 5 2019,Tianjin Tianhai,3-3,Chongqing Dangdai Lifan
8,Sun May 5 2019,Jiangsu Suning,1-1,Dalian Yifang
9,Fri May 10 2019,Tianjin TEDA,1-1,Shanghai Shenxin
9,Sat May 11 2019,Dalian Yifang,1-2,Wuhan Zall
9,Sat May 11 2019,Hebei China Fortune,2-3,Henan Jianye
9,Sat May 11 2019,Chongqing Dangdai Lifan,2-0,Beijing Renhe
9,Sun May 12 2019,Tianjin Tianhai,1-2,Guangzhou R&F
9,Sun May 12 2019,Guangzhou Evergrande Taobao,2-2,Jiangsu Suning
9,Sun May 12 2019,Shanghai SIPG,2-1,Shandong Luneng Taishan
9,Sun May 12 2019,Beijing Sinobo Guoan,3-0,Shenzhen FC
10,Fri May 17 2019,Henan Jianye,0-1,Shanghai SIPG
10,Fri May 17 2019,Beijing Sinobo Guoan,2-1,Tianjin Tianhai
10,Fri May 17 2019,Wuhan Zall,2-3,Guangzhou Evergrande Taobao
10,Fri May 17 2019,Shanghai Shenxin,1-3,Shandong Luneng Taishan
10,Sat May 18 2019,Guangzhou R&F,3-1,Beijing Renhe
10,Sat May 18 2019,Jiangsu Suning,3-1,Chongqing Dangdai Lifan
10,Sun May 19 2019,Tianjin TEDA,2-0,Hebei China Fortune
10,Sun May 19 2019,Shenzhen FC,1-2,Dalian Yifang
11,Fri May 24 2019,Chongqing Dangdai Lifan,0-0,Henan Jianye
11,Sat May 25 2019,Beijing Renhe,2-1,Tianjin TEDA
11,Sat May 25 2019,Wuhan Zall,2-1,Tianjin Tianhai
11,Sat May 25 2019,Hebei China Fortune,3-2,Jiangsu Suning
11,Sun May 26 2019,Dalian Yifang,1-0,Shanghai Shenxin
11,Sun May 26 2019,Guangzhou Evergrande Taobao,1-0,Shenzhen FC
11,Sun May 26 2019,Shanghai SIPG,2-1,Beijing Sinobo Guoan
11,Sun May 26 2019,Shandong Luneng Taishan,3-1,Guangzhou R&F
12,Sat Jun 1 2019,Shanghai Shenxin,0-0,Chongqing Dangdai Lifan
12,Sat Jun 1 2019,Guangzhou R&F,2-2,Hebei China Fortune
12,Sat Jun 1 2019,Wuhan Zall,2-0,Shenzhen FC
12,Sat Jun 1 2019,Shandong Luneng Taishan,1-1,Jiangsu Suning
12,Sat Jun 1 2019,Beijing Renhe,2-0,Tianjin Tianhai
12,Sun Jun 2 2019,Dalian Yifang,1-2,Shanghai SIPG
12,Sun Jun 2 2019,Henan Jianye,2-5,Guangzhou Evergrande Taobao
12,Sun Jun 2 2019,Tianjin TEDA,1-2,Beijing Sinobo Guoan
4,Sat Jun 8 2019,Wuhan Zall,0-0,Henan Jianye
13,Fri Jun 14 2019,Beijing Sinobo Guoan,2-1,Shanghai Shenxin
13,Fri Jun 14 2019,Chongqing Dangdai Lifan,1-1,Shandong Luneng Taishan
13,Fri Jun 14 2019,Shanghai SIPG,0-2,Guangzhou Evergrande Taobao
13,Sat Jun 15 2019,Hebei China Fortune,1-0,Dalian Yifang
13,Sat Jun 15 2019,Guangzhou R&F,3-4,Wuhan Zall
13,Sun Jun 16 2019,Jiangsu Suning,4-1,Beijing Renhe
13,Sun Jun 16 2019,Shenzhen FC,0-0,Tianjin TEDA
13,Sun Jun 16 2019,Tianjin Tianhai,1-1,Henan Jianye
14,Fri Jun 21 2019,Jiangsu Suning,0-1,Shanghai Shenxin
14,Sat Jun 22 2019,Beijing Sinobo Guoan,3-2,Guangzhou R&F
14,Sat Jun 22 2019,Shanghai SIPG,3-0,Beijing Renhe
14,Sat Jun 22 2019,Guangzhou Evergrande Taobao,2-1,Hebei China Fortune
14,Sat Jun 22 2019,Henan Jianye,1-0,Shenzhen FC
14,Sat Jun 22 2019,Tianjin TEDA,2-1,Shandong Luneng Taishan
14,Sun Jun 23 2019,Dalian Yifang,2-2,Tianjin Tianhai
14,Sun Jun 23 2019,Wuhan Zall,2-3,Chongqing Dangdai Lifan
15,Sat Jun 29 2019,Beijing Renhe,1-3,Dalian Yifang
15,Sat Jun 29 2019,Guangzhou R&F,2-0,Henan Jianye
15,Sat Jun 29 2019,Hebei China Fortune,0-2,Wuhan Zall
15,Sat Jun 29 2019,Chongqing Dangdai Lifan,1-0,Tianjin TEDA
15,Sun Jun 30 2019,Tianjin Tianhai,2-2,Jiangsu Suning
15,Sun Jun 30 2019,Shenzhen FC,0-1,Shanghai SIPG
15,Sun Jun 30 2019,Shandong Luneng Taishan,2-0,Beijing Sinobo Guoan
15,Mon Jul 1 2019,Shanghai Shenxin,0-3,Guangzhou Evergrande Taobao
16,Fri Jul 5 2019,Tianjin Tianhai,1-3,Guangzhou Evergrande Taobao
16,Sat Jul 6 2019,Shanghai SIPG,3-1,Shanghai Shenxin
16,Sat Jul 6 2019,Guangzhou R&F,4-2,Chongqing Dangdai Lifan
16,Sat Jul 6 2019,Beijing Sinobo Guoan,3-0,Wuhan Zall
16,Sun Jul 7 2019,Tianjin TEDA,2-1,Jiangsu Suning
16,Sun Jul 7 2019,Dalian Yifang,3-1,Henan Jianye
16,Sun Jul 7 2019,Hebei China Fortune,1-1,Shenzhen FC
16,Sun Jul 7 2019,Beijing Renhe,0-2,Shandong Luneng Taishan
17,Wed Jul 10 2019,Beijing Sinobo Guoan,4-1,Chongqing Dangdai Lifan
17,Thu Jul 11 2019,Tianjin TEDA,0-3,Guangzhou Evergrande Taobao
17,Fri Jul 12 2019,Henan Jianye,3-2,Shandong Luneng Taishan
17,Fri Jul 12 2019,Dalian Yifang,3-2,Guangzhou R&F
17,Fri Jul 12 2019,Hebei China Fortune,2-1,Shanghai Shenxin
17,Sat Jul 13 2019,Beijing Renhe,0-2,Wuhan Zall
17,Sat Jul 13 2019,Jiangsu Suning,0-3,Shanghai SIPG
17,Sat Jul 13 2019,Tianjin Tianhai,2-2,Shenzhen FC
18,Tue Jul 16 2019,Guangzhou R&F,2-1,Tianjin TEDA
18,Tue Jul 16 2019,Shanghai Shenxin,3-2,Henan Jianye
18,Tue Jul 16 2019,Guangzhou Evergrande Taobao,4-1,Dalian Yifang
18,Wed Jul 17 2019,Shandong Luneng Taishan,2-1,Tianjin Tianhai
18,Wed Jul 17 2019,Wuhan Zall,1-1,Jiangsu Suning
18,Wed Jul 17 2019,Shanghai SIPG,3-0,Hebei China Fortune
18,Wed Jul 17 2019,Shenzhen FC,0-2,Chongqing Dangdai Lifan
18,Wed Jul 17 2019,Beijing Sinobo Guoan,2-1,Beijing Renhe
19,Sat Jul 20 2019,Tianjin TEDA,3-3,Dalian Yifang
19,Sat Jul 20 2019,Guangzhou R&F,0-5,Guangzhou Evergrande Taobao
19,Sun Jul 21 2019,Beijing Renhe,1-4,Shanghai Shenxin
19,Sun Jul 21 2019,Hebei China Fortune,2-2,Tianjin Tianhai
19,Sun Jul 21 2019,Henan Jianye,0-0,Wuhan Zall
19,Sun Jul 21 2019,Shandong Luneng Taishan,3-0,Shenzhen FC
19,Sun Jul 21 2019,Jiangsu Suning,1-0,Beijing Sinobo Guoan
19,Sun Jul 21 2019,Chongqing Dangdai Lifan,2-2,Shanghai SIPG
20,Sat Jul 27 2019,Hebei China Fortune,3-0,Chongqing Dangdai Lifan
20,Sat Jul 27 2019,Shanghai Shenxin,5-3,Guangzhou R&F
20,Sat Jul 27 2019,Henan Jianye,1-0,Beijing Sinobo Guoan
20,Sat Jul 27 2019,Dalian Yifang,1-0,Shandong Luneng Taishan
20,Sun Jul 28 2019,Wuhan Zall,1-1,Shanghai SIPG
20,Sun Jul 28 2019,Jiangsu Suning,2-0,Shenzhen FC
20,Sun Jul 28 2019,Tianjin Tianhai,1-0,Tianjin TEDA
20,Sun Jul 28 2019,Guangzhou Evergrande Taobao,3-0,Beijing Renhe
21,Fri Aug 2 2019,Shanghai Shenxin,2-2,Wuhan Zall
21,Fri Aug 2 2019,Shenzhen FC,1-1,Beijing Renhe
21,Fri Aug 2 2019,Chongqing Dangdai Lifan,1-3,Dalian Yifang
21,Fri Aug 2 2019,Guangzhou R&F,2-2,Jiangsu Suning
21,Fri Aug 2 2019,Beijing Sinobo Guoan,2-0,Hebei China Fortune
21,Sat Aug 3 2019,Tianjin TEDA,2-0,Henan Jianye
21,Sat Aug 3 2019,Shandong Luneng Taishan,0-3,Guangzhou Evergrande Taobao
21,Sat Aug 3 2019,Shanghai SIPG,0-0,Tianjin Tianhai
23,Fri Aug 9 2019,Guangzhou R&F,2-2,Shanghai SIPG
23,Fri Aug 9 2019,Dalian Yifang,2-2,Jiangsu Suning
23,Fri Aug 9 2019,Henan Jianye,2-1,Beijing Renhe
23,Sat Aug 10 2019,Tianjin TEDA,2-1,Wuhan Zall
23,Sat Aug 10 2019,Hebei China Fortune,0-3,Shandong Luneng Taishan
23,Sun Aug 11 2019,Chongqing Dangdai Lifan,1-1,Tianjin Tianhai
23,Sun Aug 11 2019,Beijing Sinobo Guoan,1-3,Guangzhou Evergrande Taobao
22,Tue Aug 13 2019,Jiangsu Suning,3-0,Henan Jianye
22,Wed Aug 14 2019,Shanghai SIPG,5-1,Tianjin TEDA
22,Wed Aug 14 2019,Shenzhen FC,4-0,Guangzhou R&F
22,Wed Aug 14 2019,Beijing Renhe,1-2,Hebei China Fortune
22,Thu Aug 15 2019,Guangzhou Evergrande Taobao,1-1,Chongqing Dangdai Lifan
22,Thu Aug 15 2019,Dalian Yifang,0-2,Beijing Sinobo Guoan
22,Thu Aug 15 2019,Wuhan Zall,2-1,Shandong Luneng Taishan
22,Thu Aug 15 2019,Tianjin Tianhai,2-2,Shanghai Shenxin
24,Fri Sep 13 2019,Jiangsu Suning,3-1,Guangzhou Evergrande Taobao
24,Fri Sep 13 2019,Shandong Luneng Taishan,3-1,Shanghai SIPG
24,Fri Sep 13 2019,Shenzhen FC,1-1,Beijing Sinobo Guoan
24,Sat Sep 14 2019,Guangzhou R&F,2-1,Tianjin Tianhai
24,Sat Sep 14 2019,Henan Jianye,4-1,Hebei China Fortune
24,Sun Sep 15 2019,Shanghai Shenxin,0-3,Tianjin TEDA
24,Sun Sep 15 2019,Wuhan Zall,1-0,Dalian Yifang
25,Fri Sep 20 2019,Chongqing Dangdai Lifan,1-2,Jiangsu Suning
25,Sat Sep 21 2019,Dalian Yifang,2-0,Shenzhen FC
25,Sat Sep 21 2019,Shandong Luneng Taishan,2-2,Shanghai Shenxin
25,Sat Sep 21 2019,Hebei China Fortune,2-1,Tianjin TEDA
25,Sun Sep 22 2019,Tianjin Tianhai,0-3,Beijing Sinobo Guoan
25,Sun Sep 22 2019,Shanghai SIPG,2-1,Henan Jianye
25,Sun Sep 22 2019,Guangzhou Evergrande Taobao,0-1,Wuhan Zall
23,Thu Sep 26 2019,Shanghai Shenxin,2-1,Shenzhen FC
24,Sun Oct 13 2019,Beijing Renhe,1-4,Chongqing Dangdai Lifan
26,Fri Oct 18 2019,Tianjin Tianhai,3-1,Wuhan Zall
26,Fri Oct 18 2019,Shenzhen FC,2-3,Guangzhou Evergrande Taobao
26,Sat Oct 19 2019,Guangzhou R&F,1-3,Shandong Luneng Taishan
26,Sat Oct 19 2019,Beijing Sinobo Guoan,0-2,Shanghai SIPG
26,Sun Oct 20 2019,Tianjin TEDA,1-0,Beijing Renhe
26,Sun Oct 20 2019,Jiangsu Suning,4-1,Hebei China Fortune
26,Sun Oct 20 2019,Shanghai Shenxin,2-1,Dalian Yifang
26,Sun Oct 20 2019,Henan Jianye,1-0,Chongqing Dangdai Lifan
27,Fri Oct 25 2019,Chongqing Dangdai Lifan,1-0,Shanghai Shenxin
27,Sat Oct 26 2019,Hebei China Fortune,2-1,Guangzhou R&F
27,Sat Oct 26 2019,Shenzhen FC,4-4,Wuhan Zall
27,Sat Oct 26 2019,Beijing Sinobo Guoan,3-1,Tianjin TEDA
27,Sun Oct 27 2019,Tianjin Tianhai,2-2,Beijing Renhe
27,Sun Oct 27 2019,Shanghai SIPG,3-0,Dalian Yifang
27,Sun Oct 27 2019,Jiangsu Suning,1-1,Shandong Luneng Taishan
27,Sun Oct 27 2019,Guangzhou Evergrande Taobao,2-2,Henan Jianye
25,Fri Nov 1 2019,Beijing Renhe,1-4,Guangzhou R&F
28,Fri Nov 22 2019,Shanghai Shenxin,1-2,Beijing Sinobo Guoan
28,Fri Nov 22 2019,Henan Jianye,2-1,Tianjin Tianhai
28,Fri Nov 22 2019,Shandong Luneng Taishan,2-0,Chongqing Dangdai Lifan
28,Fri Nov 22 2019,Wuhan Zall,2-1,Guangzhou R&F
28,Sat Nov 23 2019,Dalian Yifang,3-3,Hebei China Fortune
28,Sat Nov 23 2019,Beijing Renhe,2-3,Jiangsu Suning
28,Sat Nov 23 2019,Tianjin TEDA,3-0,Shenzhen FC
28,Sat Nov 23 2019,Guangzhou Evergrande Taobao,2-0,Shanghai SIPG
29,Wed Nov 27 2019,Chongqing Dangdai Lifan,0-1,Wuhan Zall
29,Wed Nov 27 2019,Shenzhen FC,3-3,Henan Jianye
29,Wed Nov 27 2019,Hebei China Fortune,1-3,Guangzhou Evergrande Taobao
29,Wed Nov 27 2019,Guangzhou R&F,1-4,Beijing Sinobo Guoan
29,Wed Nov 27 2019,Shanghai Shenxin,1-3,Jiangsu Suning
29,Wed Nov 27 2019,Shandong Luneng Taishan,3-1,Tianjin TEDA
29,Wed Nov 27 2019,Beijing Renhe,1-1,Shanghai SIPG
29,Wed Nov 27 2019,Tianjin Tianhai,5-1,Dalian Yifang
30,Sun Dec 1 2019,Beijing Sinobo Guoan,3-2,Shandong Luneng Taishan
30,Sun Dec 1 2019,Jiangsu Suning,2-0,Tianjin Tianhai
30,Sun Dec 1 2019,Henan Jianye,1-0,Guangzhou R&F
30,Sun Dec 1 2019,Tianjin TEDA,2-0,Chongqing Dangdai Lifan
30,Sun Dec 1 2019,Shanghai SIPG,6-0,Shenzhen FC
30,Sun Dec 1 2019,Dalian Yifang,2-0,Beijing Renhe
30,Sun Dec 1 2019,Guangzhou Evergrande Taobao,3-0,Shanghai Shenxin
30,Sun Dec 1 2019,Wuhan Zall,1-2,Hebei China Fortune
